'CardName', 'Timespan', 'Edition', 'Current Price', 'Minimum in Epoch', 'Date of Epoch Min', 'Percent change Current Price from Epoch Min', 'Standard Dev'
Beast Within,ALL_TIME,C19,1.75,0.93,2019-08-22 01:29:24,88.17,0.31
Beast Within,ONE_MONTH,PC2,2.2,2.19,2021-07-01 01:13:30,0.46,0.084
Beast Within,THREE_MONTHS,PC2,2.2,2.16,2021-05-14 01:15:17,1.85,0.139
Beast Within,ONE_YEAR,PC2,2.2,2.13,2020-12-08 01:17:41,3.29,0.123
Beast Within,TWO_YEARS,PC2,2.2,1.8,2019-11-13 01:18:09,22.22,0.179
Beast Within,ALL_TIME,PC2,2.2,1.14,2012-09-03 19:00:00,92.98,1.088
Beast Within,ONE_MONTH,NPH,2.25,2.25,2021-06-29 01:13:37,0.0,0.076
Beast Within,THREE_MONTHS,NPH,2.25,2.25,2021-06-29 01:13:37,0.0,0.077
Beast Within,ONE_YEAR,NPH,2.25,2.14,2021-02-08 01:14:59,5.14,0.109
Beast Within,TWO_YEARS,NPH,2.25,1.79,2019-07-13 01:05:30,25.7,0.188
Beast Within,ALL_TIME,NPH,2.25,1.17,2012-12-06 18:00:00,92.31,0.961
Beast Within,ONE_MONTH,DDL,1.91,1.91,2021-07-02 01:13:55,0.0,0.02
Beast Within,THREE_MONTHS,DDL,1.91,1.91,2021-07-02 01:13:55,0.0,0.123
Beast Within,ONE_YEAR,DDL,1.91,1.59,2020-11-23 01:16:38,20.13,0.168
Beast Within,TWO_YEARS,DDL,1.91,1.5,2019-09-15 01:19:47,27.33,0.183
Beast Within,ALL_TIME,DDL,1.91,0.99,2013-09-06 19:00:00,92.93,1.038
Beast Within,ONE_MONTH,C16,1.83,1.82,2021-06-16 01:11:48,0.55,0.037
Beast Within,THREE_MONTHS,C16,1.83,1.82,2021-06-16 01:11:48,0.55,0.098
Beast Within,ONE_YEAR,C16,1.83,1.78,2020-08-13 01:23:49,2.81,0.074
Beast Within,TWO_YEARS,C16,1.83,1.73,2019-12-18 01:24:10,5.78,0.097
Beast Within,ALL_TIME,C16,1.83,0.95,2017-03-06 18:00:00,92.63,0.335
Beast Within,ONE_MONTH,C20,1.56,1.54,2021-06-20 01:11:34,1.3,0.063
Beast Within,THREE_MONTHS,C20,1.56,1.54,2021-06-20 01:11:34,1.3,0.089
Beast Within,ONE_YEAR,C20,1.56,1.46,2020-12-08 01:33:55,6.85,0.119
Beast Within,TWO_YEARS,C20,1.56,1.46,2020-12-08 01:33:55,6.85,0.212
Beast Within,ALL_TIME,C20,1.56,1.46,2020-12-08 01:33:55,6.85,0.212
Beast Within,ONE_MONTH,MB1,2.0,2.0,2021-06-12 01:11:32,0.0,0.023
Beast Within,THREE_MONTHS,MB1,2.0,2.0,2021-06-12 01:11:32,0.0,0.1
Beast Within,ONE_YEAR,MB1,2.0,1.62,2020-10-11 01:34:19,23.46,0.189
Beast Within,TWO_YEARS,MB1,2.0,1.0,2019-12-17 01:31:39,100.0,685.559
Beast Within,ALL_TIME,MB1,2.0,1.0,2019-12-17 01:31:39,100.0,685.559
Beast Within,ONE_MONTH,BBD,1.68,1.55,2021-06-19 01:11:59,8.39,0.054
Beast Within,THREE_MONTHS,BBD,1.68,1.55,2021-06-19 01:11:59,8.39,0.096
Beast Within,ONE_YEAR,BBD,1.68,1.55,2021-06-19 01:11:59,8.39,0.088
Beast Within,TWO_YEARS,BBD,1.68,1.55,2021-06-19 01:11:59,8.39,0.142
Beast Within,ALL_TIME,BBD,1.68,0.75,2018-07-06 01:25:53,124.0,0.33
Phyrexian Revoker,ONE_MONTH,MBS,1.59,1.51,2021-06-12 01:15:23,5.3,0.048
Phyrexian Revoker,THREE_MONTHS,MBS,1.59,1.51,2021-06-12 01:15:23,5.3,0.031
Phyrexian Revoker,ONE_YEAR,MBS,1.59,1.4,2021-02-16 01:14:28,13.57,0.256
Phyrexian Revoker,TWO_YEARS,MBS,1.59,1.4,2021-02-16 01:14:28,13.57,0.437
Phyrexian Revoker,ALL_TIME,MBS,1.59,0.59,2012-08-14 19:00:00,169.49,0.552
Phyrexian Revoker,ONE_MONTH,2XM,1.41,1.28,2021-06-11 01:11:04,10.16,0.076
Phyrexian Revoker,THREE_MONTHS,2XM,1.41,1.04,2021-04-11 01:11:48,35.58,0.125
Phyrexian Revoker,ONE_YEAR,2XM,1.41,0.58,2020-08-09 01:29:46,143.1,0.247
Phyrexian Revoker,TWO_YEARS,2XM,1.41,0.58,2020-08-09 01:29:46,143.1,0.247
Phyrexian Revoker,ALL_TIME,2XM,1.41,0.58,2020-08-09 01:29:46,143.1,0.247
Phyrexian Revoker,ONE_MONTH,M15,1.46,1.34,2021-06-13 01:13:00,8.96,0.047
Phyrexian Revoker,THREE_MONTHS,M15,1.46,1.29,2021-04-25 01:12:22,13.18,0.069
Phyrexian Revoker,ONE_YEAR,M15,1.46,1.15,2021-02-01 01:12:49,26.96,0.313
Phyrexian Revoker,TWO_YEARS,M15,1.46,1.15,2021-02-01 01:12:49,26.96,0.524
Phyrexian Revoker,ALL_TIME,M15,1.46,0.79,2015-07-05 19:00:00,84.81,0.409
Fiery Confluence,ONE_MONTH,CM2,2.99,2.96,2021-07-01 01:11:42,1.01,0.072
Fiery Confluence,THREE_MONTHS,CM2,2.99,2.93,2021-06-02 01:11:25,2.05,0.079
Fiery Confluence,ONE_YEAR,CM2,2.99,2.93,2021-06-02 01:11:25,2.05,1.865
Fiery Confluence,TWO_YEARS,CM2,2.99,2.93,2021-06-02 01:11:25,2.05,2.924
Fiery Confluence,ALL_TIME,CM2,2.99,2.93,2021-06-02 01:11:25,2.05,4.42
Fiery Confluence,ONE_MONTH,SS3,1.3,1.3,2021-07-03 01:11:56,0.0,0.046
Fiery Confluence,THREE_MONTHS,SS3,1.3,1.27,2021-05-02 01:10:18,2.36,0.051
Fiery Confluence,ONE_YEAR,SS3,1.3,1.25,2021-01-16 01:24:33,4.0,0.424
Fiery Confluence,TWO_YEARS,SS3,1.3,1.25,2021-01-16 01:24:33,4.0,1.782
Fiery Confluence,ALL_TIME,SS3,1.3,1.25,2021-01-16 01:24:33,4.0,1.782
Fiery Confluence,ONE_MONTH,C15,3.45,2.99,2021-06-09 01:11:57,15.38,0.146
Fiery Confluence,THREE_MONTHS,C15,3.45,2.99,2021-06-09 01:11:57,15.38,0.217
Fiery Confluence,ONE_YEAR,C15,3.45,2.99,2021-06-09 01:11:57,15.38,1.67
Fiery Confluence,TWO_YEARS,C15,3.45,2.99,2021-06-09 01:11:57,15.38,3.068
Fiery Confluence,ALL_TIME,C15,3.45,1.69,2016-11-19 18:00:00,104.14,6.565
Frantic Search,ONE_MONTH,UMA,1.29,1.17,2021-06-18 01:11:25,10.26,0.038
Frantic Search,THREE_MONTHS,UMA,1.29,0.92,2021-04-30 01:10:44,40.22,0.094
Frantic Search,ONE_YEAR,UMA,1.29,0.58,2020-08-22 01:26:47,122.41,0.197
Frantic Search,TWO_YEARS,UMA,1.29,0.49,2019-07-30 01:26:43,163.27,0.178
Frantic Search,ALL_TIME,UMA,1.29,0.28,2018-12-22 01:28:17,360.71,0.211
Frantic Search,ONE_MONTH,C20,1.24,1.19,2021-06-13 01:11:13,4.2,0.032
Frantic Search,THREE_MONTHS,C20,1.24,0.99,2021-04-10 01:11:41,25.25,0.122
Frantic Search,ONE_YEAR,C20,1.24,0.49,2020-07-09 01:30:54,153.06,0.261
Frantic Search,TWO_YEARS,C20,1.24,0.47,2020-05-15 01:26:11,163.83,0.242
Frantic Search,ALL_TIME,C20,1.24,0.47,2020-05-15 01:26:11,163.83,0.242
Frantic Search,ONE_MONTH,ULG,1.25,1.25,2021-06-11 01:14:16,0.0,0.033
Frantic Search,THREE_MONTHS,ULG,1.25,1.07,2021-04-18 01:14:14,16.82,0.108
Frantic Search,ONE_YEAR,ULG,1.25,0.74,2020-10-23 01:06:54,68.92,0.19
Frantic Search,TWO_YEARS,ULG,1.25,0.74,2020-10-23 01:06:54,68.92,0.142
Frantic Search,ALL_TIME,ULG,1.25,0.25,2014-11-28 18:00:00,400.0,0.418
Frantic Search,ONE_MONTH,MB1,1.33,1.25,2021-06-10 01:11:51,6.4,0.055
Frantic Search,THREE_MONTHS,MB1,1.33,0.81,2021-04-23 01:10:33,64.2,0.207
Frantic Search,ONE_YEAR,MB1,1.33,0.67,2020-10-25 02:35:09,98.51,0.179
Frantic Search,TWO_YEARS,MB1,1.33,0.24,2020-02-16 01:31:13,454.17,0.227
Frantic Search,ALL_TIME,MB1,1.33,0.24,2020-02-16 01:31:13,454.17,0.227
Desperate Ritual,ONE_MONTH,UMA,1.16,1.01,2021-06-13 01:11:18,14.85,0.05
Desperate Ritual,THREE_MONTHS,UMA,1.16,1.0,2021-04-28 01:10:27,16.0,0.035
Desperate Ritual,ONE_YEAR,UMA,1.16,0.8,2020-10-23 01:28:25,45.0,0.083
Desperate Ritual,TWO_YEARS,UMA,1.16,0.79,2020-04-30 01:26:46,46.84,0.11
Desperate Ritual,ALL_TIME,UMA,1.16,0.79,2020-04-30 01:26:46,46.84,0.179
Desperate Ritual,ONE_MONTH,MMA,1.37,1.2,2021-06-16 01:12:56,14.17,0.073
Desperate Ritual,THREE_MONTHS,MMA,1.37,1.07,2021-04-10 01:15:51,28.04,0.095
Desperate Ritual,ONE_YEAR,MMA,1.37,0.92,2020-10-23 01:21:41,48.91,0.12
Desperate Ritual,TWO_YEARS,MMA,1.37,0.89,2020-05-26 01:19:04,53.93,0.224
Desperate Ritual,ALL_TIME,MMA,1.37,0.67,2013-09-04 19:00:00,104.48,0.661
Desperate Ritual,ONE_MONTH,CHK,1.12,1.1,2021-06-23 01:14:59,1.82,0.017
Desperate Ritual,THREE_MONTHS,CHK,1.12,1.0,2021-04-10 01:13:57,12.0,0.06
Desperate Ritual,ONE_YEAR,CHK,1.12,0.82,2020-09-12 01:09:26,36.59,0.081
Desperate Ritual,TWO_YEARS,CHK,1.12,0.82,2020-09-12 01:09:26,36.59,0.176
Desperate Ritual,ALL_TIME,CHK,1.12,0.71,2014-02-18 18:00:00,57.75,0.599
Desperate Ritual,ONE_MONTH,DDS,1.25,1.18,2021-06-10 01:12:02,5.93,0.025
Desperate Ritual,THREE_MONTHS,DDS,1.25,1.1,2021-04-26 01:11:01,13.64,0.047
Desperate Ritual,ONE_YEAR,DDS,1.25,0.87,2020-12-05 01:20:17,43.68,0.102
Desperate Ritual,TWO_YEARS,DDS,1.25,0.87,2020-12-05 01:20:17,43.68,0.223
Desperate Ritual,ALL_TIME,DDS,1.25,0.49,2017-03-24 19:00:00,155.1,0.808
Mana Tithe,ONE_MONTH,,9.2,9.0,2021-06-24 01:14:55,2.22,0.51
Mana Tithe,THREE_MONTHS,,9.2,9.0,2021-06-24 01:14:55,2.22,0.849
Mana Tithe,ONE_YEAR,,9.2,6.0,2020-08-13 01:18:09,53.33,1.809
Mana Tithe,TWO_YEARS,,9.2,5.35,2020-03-30 01:17:38,71.96,1.755
Mana Tithe,ALL_TIME,,9.2,0.95,2014-03-29 19:00:00,868.42,2.146
Mana Tithe,ONE_MONTH,TSR,0.32,0.3,2021-06-09 01:11:00,6.67,0.007
Mana Tithe,THREE_MONTHS,TSR,0.32,0.3,2021-05-29 01:11:31,6.67,0.018
Mana Tithe,ONE_YEAR,TSR,0.32,0.25,2021-02-28 01:10:49,28.0,0.046
Mana Tithe,TWO_YEARS,TSR,0.32,0.25,2021-02-28 01:10:49,28.0,0.046
Mana Tithe,ALL_TIME,TSR,0.32,0.25,2021-02-28 01:10:49,28.0,0.046
Mana Tithe,ONE_MONTH,PLC,1.14,1.09,2021-06-14 01:13:35,4.59,0.018
Mana Tithe,THREE_MONTHS,PLC,1.14,1.09,2021-06-14 01:13:35,4.59,0.056
Mana Tithe,ONE_YEAR,PLC,1.14,1.06,2020-07-29 01:05:24,7.55,0.067
Mana Tithe,TWO_YEARS,PLC,1.14,1.04,2020-06-16 01:04:36,9.62,0.062
Mana Tithe,ALL_TIME,PLC,1.14,0.21,2012-10-11 19:00:00,442.86,0.462
Mana Tithe,ONE_MONTH,STA,0.72,0.61,2021-06-16 01:11:08,18.03,0.032
Mana Tithe,THREE_MONTHS,STA,0.72,0.61,2021-06-16 01:11:08,18.03,0.499
Mana Tithe,ONE_YEAR,STA,0.72,0.61,2021-06-16 01:11:08,18.03,0.659
Mana Tithe,TWO_YEARS,STA,0.72,0.61,2021-06-16 01:11:08,18.03,0.659
Mana Tithe,ALL_TIME,STA,0.72,0.61,2021-06-16 01:11:08,18.03,0.659
Mana Tithe,ONE_MONTH,MB1,1.5,1.5,2021-06-21 01:11:58,0.0,0.03
Mana Tithe,THREE_MONTHS,MB1,1.5,1.5,2021-06-21 01:11:58,0.0,0.113
Mana Tithe,ONE_YEAR,MB1,1.5,0.8,2020-07-10 01:33:16,87.5,0.271
Mana Tithe,TWO_YEARS,MB1,1.5,0.45,2020-03-18 02:29:59,233.33,0.48
Mana Tithe,ALL_TIME,MB1,1.5,0.45,2020-03-18 02:29:59,233.33,0.48
Glorybringer,ONE_MONTH,AKH,1.5,1.49,2021-06-09 01:11:25,0.67,0.003
Glorybringer,THREE_MONTHS,AKH,1.5,1.46,2021-05-02 01:10:55,2.74,0.013
Glorybringer,ONE_YEAR,AKH,1.5,1.46,2021-05-02 01:10:55,2.74,0.433
Glorybringer,TWO_YEARS,AKH,1.5,0.86,2019-10-15 01:24:05,74.42,1.015
Glorybringer,ALL_TIME,AKH,1.5,0.86,2019-10-15 01:24:05,74.42,1.756
Glorybringer,ONE_MONTH,AKH,1.5,1.49,2021-06-09 01:11:25,0.67,0.003
Glorybringer,THREE_MONTHS,AKH,1.5,1.46,2021-05-02 01:10:55,2.74,0.013
Glorybringer,ONE_YEAR,AKH,1.5,1.46,2021-05-02 01:10:55,2.74,0.433
Glorybringer,TWO_YEARS,AKH,1.5,0.86,2019-10-15 01:24:05,74.42,1.015
Glorybringer,ALL_TIME,AKH,1.5,0.86,2019-10-15 01:24:05,74.42,1.756
Rakdos's Return,ONE_MONTH,RTR,1.09,1.09,2021-06-22 01:13:18,0.0,0.015
Rakdos's Return,THREE_MONTHS,RTR,1.09,1.09,2021-06-22 01:13:18,0.0,0.047
Rakdos's Return,ONE_YEAR,RTR,1.09,1.0,2020-07-10 01:06:43,9.0,0.064
Rakdos's Return,TWO_YEARS,RTR,1.09,0.86,2019-09-20 01:06:12,26.74,0.084
Rakdos's Return,ALL_TIME,RTR,1.09,0.83,2018-02-24 01:04:59,31.33,2.179
Lodestone Golem,ONE_MONTH,MM2,0.97,0.97,2021-06-24 01:12:54,0.0,0.011
Lodestone Golem,THREE_MONTHS,MM2,0.97,0.91,2021-04-14 01:13:11,6.59,0.037
Lodestone Golem,ONE_YEAR,MM2,0.97,0.73,2020-07-09 01:22:35,32.88,0.096
Lodestone Golem,TWO_YEARS,MM2,0.97,0.7,2020-04-02 01:20:32,38.57,0.079
Lodestone Golem,ALL_TIME,MM2,0.97,0.49,2015-08-24 19:00:00,97.96,0.112
Lodestone Golem,ONE_MONTH,WWK,1.0,1.0,2021-06-13 01:13:08,0.0,0.013
Lodestone Golem,THREE_MONTHS,WWK,1.0,0.96,2021-05-05 01:12:24,4.17,0.021
Lodestone Golem,ONE_YEAR,WWK,1.0,0.78,2020-07-12 01:05:10,28.21,0.064
Lodestone Golem,TWO_YEARS,WWK,1.0,0.77,2020-03-14 02:03:39,29.87,0.064
Lodestone Golem,ALL_TIME,WWK,1.0,0.69,2017-03-06 18:00:00,44.93,0.116
Lodestone Golem,ONE_MONTH,ARC,1.09,1.09,2021-06-19 01:14:09,0.0,0.016
Lodestone Golem,THREE_MONTHS,ARC,1.09,1.02,2021-04-23 01:12:00,6.86,0.039
Lodestone Golem,ONE_YEAR,ARC,1.09,0.93,2020-07-09 01:17:35,17.2,0.054
Lodestone Golem,TWO_YEARS,ARC,1.09,0.92,2020-07-01 01:17:01,18.48,0.047
Lodestone Golem,ALL_TIME,ARC,1.09,0.92,2020-07-01 01:17:01,18.48,0.093
Grim Lavamancer,ALL_TIME,,14.01,12.58,2014-02-21 18:00:00,11.37,0.707
Grim Lavamancer,ONE_MONTH,2XM,0.99,0.99,2021-06-09 01:11:00,0.0,0.0
Grim Lavamancer,THREE_MONTHS,2XM,0.99,0.98,2021-04-10 01:11:49,1.02,0.003
Grim Lavamancer,ONE_YEAR,2XM,0.99,0.75,2020-08-05 01:30:39,32.0,0.117
Grim Lavamancer,TWO_YEARS,2XM,0.99,0.75,2020-08-05 01:30:39,32.0,0.117
Grim Lavamancer,ALL_TIME,2XM,0.99,0.75,2020-08-05 01:30:39,32.0,0.117
Grim Lavamancer,ONE_MONTH,M12,1.36,1.36,2021-07-02 01:14:17,0.0,0.016
Grim Lavamancer,THREE_MONTHS,M12,1.36,1.33,2021-04-12 01:15:46,2.26,0.03
Grim Lavamancer,ONE_YEAR,M12,1.36,1.25,2021-03-05 01:14:48,8.8,0.276
Grim Lavamancer,TWO_YEARS,M12,1.36,1.25,2021-03-05 01:14:48,8.8,1.775
Grim Lavamancer,ALL_TIME,M12,1.36,1.25,2021-03-05 01:14:48,8.8,3.025
Grim Lavamancer,ONE_MONTH,JMP,0.96,0.9,2021-06-14 01:11:18,6.67,0.022
Grim Lavamancer,THREE_MONTHS,JMP,0.96,0.9,2021-06-05 01:11:12,6.67,0.019
Grim Lavamancer,ONE_YEAR,JMP,0.96,0.78,2021-01-02 01:33:13,23.08,0.259
Grim Lavamancer,TWO_YEARS,JMP,0.96,0.78,2021-01-02 01:33:13,23.08,0.834
Grim Lavamancer,ALL_TIME,JMP,0.96,0.78,2021-01-02 01:33:13,23.08,0.834
Grim Lavamancer,ONE_MONTH,TOR,6.49,5.98,2021-06-19 01:15:20,8.53,0.201
Grim Lavamancer,THREE_MONTHS,TOR,6.49,5.26,2021-04-12 01:14:14,23.38,0.363
Grim Lavamancer,ONE_YEAR,TOR,6.49,4.65,2021-02-06 01:13:30,39.57,0.502
Grim Lavamancer,TWO_YEARS,TOR,6.49,4.65,2021-02-06 01:13:30,39.57,2.356
Grim Lavamancer,ALL_TIME,TOR,6.49,3.95,2014-01-06 18:00:00,64.3,3.937
Grim Lavamancer,ALL_TIME,PD2,7.17,2.19,2013-12-20 18:00:00,227.4,1.408
Grim Lavamancer,ONE_MONTH,E01,1.25,1.24,2021-06-16 01:11:36,0.81,0.018
Grim Lavamancer,THREE_MONTHS,E01,1.25,1.18,2021-04-14 01:12:17,5.93,0.042
Grim Lavamancer,ONE_YEAR,E01,1.25,1.0,2021-03-04 01:11:34,25.0,0.319
Grim Lavamancer,TWO_YEARS,E01,1.25,1.0,2021-03-04 01:11:34,25.0,2.061
Grim Lavamancer,ALL_TIME,E01,1.25,1.0,2021-03-04 01:11:34,25.0,3.801
Elves of Deep Shadow,ONE_MONTH,GK1,4.06,4.0,2021-06-09 01:10:50,1.5,0.074
Elves of Deep Shadow,THREE_MONTHS,GK1,4.06,3.99,2021-05-15 01:10:31,1.75,0.241
Elves of Deep Shadow,ONE_YEAR,GK1,4.06,0.61,2020-07-11 01:25:47,565.57,1.59
Elves of Deep Shadow,TWO_YEARS,GK1,4.06,0.48,2020-02-08 01:26:12,745.83,1.372
Elves of Deep Shadow,ALL_TIME,GK1,4.06,0.17,2019-02-02 01:30:58,2288.24,1.248
Elves of Deep Shadow,ALL_TIME,FNM,2.55,1.07,2013-11-28 18:00:00,138.32,0.334
Elves of Deep Shadow,ONE_MONTH,RAV,2.69,2.53,2021-06-10 01:13:49,6.32,0.072
Elves of Deep Shadow,THREE_MONTHS,RAV,2.69,2.26,2021-04-10 01:13:52,19.03,0.091
Elves of Deep Shadow,ONE_YEAR,RAV,2.69,0.52,2020-08-16 01:08:45,417.31,0.823
Elves of Deep Shadow,TWO_YEARS,RAV,2.69,0.39,2019-08-09 01:08:38,589.74,0.688
Elves of Deep Shadow,ALL_TIME,RAV,2.69,0.14,2015-01-25 18:00:00,1821.43,0.43
Elves of Deep Shadow,ONE_MONTH,MB1,3.89,2.95,2021-06-12 01:11:32,31.86,0.33
Elves of Deep Shadow,THREE_MONTHS,MB1,3.89,2.28,2021-05-09 01:10:58,70.61,0.419
Elves of Deep Shadow,ONE_YEAR,MB1,3.89,0.57,2020-07-09 01:31:47,582.46,0.886
Elves of Deep Shadow,TWO_YEARS,MB1,3.89,0.24,2020-01-17 01:31:57,1520.83,0.867
Elves of Deep Shadow,ALL_TIME,MB1,3.89,0.24,2020-01-17 01:31:57,1520.83,0.867
Elves of Deep Shadow,ONE_MONTH,DDJ,3.05,2.5,2021-06-09 01:15:27,22.0,0.222
Elves of Deep Shadow,THREE_MONTHS,DDJ,3.05,1.96,2021-04-24 01:15:00,55.61,0.388
Elves of Deep Shadow,ONE_YEAR,DDJ,3.05,0.66,2020-07-13 01:14:27,362.12,0.728
Elves of Deep Shadow,TWO_YEARS,DDJ,3.05,0.4,2019-07-11 01:12:29,662.5,0.631
Elves of Deep Shadow,ALL_TIME,DDJ,3.05,0.12,2012-11-07 18:00:00,2441.67,0.427
Elves of Deep Shadow,ONE_MONTH,DRK,18.27,17.99,2021-06-29 01:15:45,1.56,0.25
Elves of Deep Shadow,THREE_MONTHS,DRK,18.27,17.99,2021-06-29 01:15:45,1.56,0.712
Elves of Deep Shadow,ONE_YEAR,DRK,18.27,6.59,2020-07-17 01:09:47,177.24,5.477
Elves of Deep Shadow,TWO_YEARS,DRK,18.27,5.96,2020-01-16 01:09:16,206.54,5.103
Elves of Deep Shadow,ALL_TIME,DRK,18.27,0.92,2015-12-23 18:00:00,1885.87,4.325
Gideon Jura,ONE_MONTH,M12,1.48,1.43,2021-06-10 01:15:39,3.5,0.027
Gideon Jura,THREE_MONTHS,M12,1.48,1.41,2021-05-30 01:15:23,4.96,0.034
Gideon Jura,ONE_YEAR,M12,1.48,1.41,2021-05-30 01:15:23,4.96,0.082
Gideon Jura,TWO_YEARS,M12,1.48,1.41,2021-05-30 01:15:23,4.96,0.522
Gideon Jura,ALL_TIME,M12,1.48,1.41,2021-05-30 01:15:23,4.96,1.961
Gideon Jura,ONE_MONTH,ROE,1.75,1.75,2021-06-11 01:12:50,0.0,0.011
Gideon Jura,THREE_MONTHS,ROE,1.75,1.74,2021-04-18 01:12:47,0.57,0.053
Gideon Jura,ONE_YEAR,ROE,1.75,1.74,2021-04-18 01:12:47,0.57,0.129
Gideon Jura,TWO_YEARS,ROE,1.75,1.74,2021-04-18 01:12:47,0.57,0.619
Gideon Jura,ALL_TIME,ROE,1.75,1.74,2021-04-18 01:12:47,0.57,2.22
Gideon Jura,ONE_MONTH,SS2,1.04,1.0,2021-06-09 01:10:44,4.0,0.027
Gideon Jura,THREE_MONTHS,SS2,1.04,1.0,2021-06-09 01:10:44,4.0,0.034
Gideon Jura,ONE_YEAR,SS2,1.04,0.88,2020-11-25 01:21:42,18.18,0.045
Gideon Jura,TWO_YEARS,SS2,1.04,0.88,2020-11-25 01:21:42,18.18,0.099
Gideon Jura,ALL_TIME,SS2,1.04,0.88,2020-11-25 01:21:42,18.18,0.168
Gideon Jura,ONE_MONTH,MB1,1.0,1.0,2021-06-09 01:11:09,0.0,0.0
Gideon Jura,THREE_MONTHS,MB1,1.0,1.0,2021-05-22 01:11:31,0.0,0.024
Gideon Jura,ONE_YEAR,MB1,1.0,0.79,2020-07-22 01:34:40,26.58,0.082
Gideon Jura,TWO_YEARS,MB1,1.0,0.76,2020-03-21 02:31:05,31.58,0.397
Gideon Jura,ALL_TIME,MB1,1.0,0.76,2020-03-21 02:31:05,31.58,0.397
Gideon Jura,ONE_MONTH,E01,1.29,1.24,2021-06-20 01:12:06,4.03,0.018
Gideon Jura,THREE_MONTHS,E01,1.29,1.24,2021-06-20 01:12:06,4.03,0.02
Gideon Jura,ONE_YEAR,E01,1.29,1.19,2021-02-05 01:12:17,8.4,0.042
Gideon Jura,TWO_YEARS,E01,1.29,1.19,2021-02-05 01:12:17,8.4,0.515
Gideon Jura,ALL_TIME,E01,1.29,1.19,2021-02-05 01:12:17,8.4,1.885
Qasali Pridemage,ONE_MONTH,TSR,1.02,1.0,2021-06-14 01:11:23,2.0,0.008
Qasali Pridemage,THREE_MONTHS,TSR,1.02,1.0,2021-04-15 01:12:02,2.0,0.015
Qasali Pridemage,ONE_YEAR,TSR,1.02,1.0,2021-03-21 02:11:15,2.0,0.598
Qasali Pridemage,TWO_YEARS,TSR,1.02,1.0,2021-03-21 02:11:15,2.0,0.598
Qasali Pridemage,ALL_TIME,TSR,1.02,1.0,2021-03-21 02:11:15,2.0,0.598
Qasali Pridemage,ALL_TIME,FNM,3.55,2.87,2013-11-18 18:00:00,23.69,0.712
Qasali Pridemage,ONE_MONTH,MB1,0.99,0.99,2021-06-20 01:11:58,0.0,0.008
Qasali Pridemage,THREE_MONTHS,MB1,0.99,0.99,2021-05-08 01:57:06,0.0,0.023
Qasali Pridemage,ONE_YEAR,MB1,0.99,0.75,2020-07-09 01:32:31,32.0,0.089
Qasali Pridemage,TWO_YEARS,MB1,0.99,0.5,2019-12-14 01:31:19,98.0,0.361
Qasali Pridemage,ALL_TIME,MB1,0.99,0.5,2019-12-14 01:31:19,98.0,0.361
Qasali Pridemage,ONE_MONTH,ARB,0.9,0.9,2021-06-23 01:14:21,0.0,0.011
Qasali Pridemage,THREE_MONTHS,ARB,0.9,0.9,2021-06-23 01:14:21,0.0,0.024
Qasali Pridemage,ONE_YEAR,ARB,0.9,0.87,2020-11-11 01:07:45,3.45,0.024
Qasali Pridemage,TWO_YEARS,ARB,0.9,0.85,2020-04-04 01:04:37,5.88,0.063
Qasali Pridemage,ALL_TIME,ARB,0.9,0.72,2012-07-20 19:00:00,25.0,0.575
Qasali Pridemage,ONE_MONTH,C17,0.94,0.94,2021-06-22 01:11:51,0.0,0.022
Qasali Pridemage,THREE_MONTHS,C17,0.94,0.9,2021-04-11 01:12:06,4.44,0.023
Qasali Pridemage,ONE_YEAR,C17,0.94,0.86,2021-01-02 01:27:45,9.3,0.032
Qasali Pridemage,TWO_YEARS,C17,0.94,0.86,2021-01-02 01:27:45,9.3,0.079
Qasali Pridemage,ALL_TIME,C17,0.94,0.86,2021-01-02 01:27:45,9.3,0.239
Qasali Pridemage,ONE_MONTH,DDH,1.19,1.15,2021-06-17 01:13:26,3.48,0.016
Qasali Pridemage,THREE_MONTHS,DDH,1.19,1.15,2021-06-17 01:13:26,3.48,0.037
Qasali Pridemage,ONE_YEAR,DDH,1.19,1.0,2020-11-17 02:45:45,19.0,0.076
Qasali Pridemage,TWO_YEARS,DDH,1.19,1.0,2020-11-17 02:45:45,19.0,0.111
Qasali Pridemage,ALL_TIME,DDH,1.19,0.82,2013-05-30 19:00:00,45.12,0.603
Tithe Taker,ONE_MONTH,RNA,1.1,1.04,2021-06-13 01:11:22,5.77,0.026
Tithe Taker,THREE_MONTHS,RNA,1.1,1.04,2021-06-13 01:11:22,5.77,0.033
Tithe Taker,ONE_YEAR,RNA,1.1,1.0,2020-08-29 01:27:29,10.0,0.048
Tithe Taker,TWO_YEARS,RNA,1.1,1.0,2020-08-29 01:27:29,10.0,0.367
Tithe Taker,ALL_TIME,RNA,1.1,1.0,2020-08-29 01:27:29,10.0,0.751
Tithe Taker,ONE_MONTH,RNA,1.1,1.04,2021-06-13 01:11:22,5.77,0.026
Tithe Taker,THREE_MONTHS,RNA,1.1,1.04,2021-06-13 01:11:22,5.77,0.033
Tithe Taker,ONE_YEAR,RNA,1.1,1.0,2020-08-29 01:27:29,10.0,0.048
Tithe Taker,TWO_YEARS,RNA,1.1,1.0,2020-08-29 01:27:29,10.0,0.367
Tithe Taker,ALL_TIME,RNA,1.1,1.0,2020-08-29 01:27:29,10.0,0.751
