'CardName', 'Timespan', 'Edition', 'Current Price', 'Minimum in Epoch', 'Date of Epoch Min', 'Percent change Current Price from Epoch Min', 'Standard Dev'
Mana Vault,ONE_MONTH,UMA,109.47,109.45,2021-07-01 01:11:40,0.02,2.033
Mana Vault,THREE_MONTHS,UMA,109.47,109.45,2021-07-01 01:11:40,0.02,8.069
Mana Vault,ONE_YEAR,UMA,109.47,58.99,2020-07-23 01:29:28,85.57,22.139
Mana Vault,TWO_YEARS,UMA,109.47,34.55,2019-12-18 01:28:44,216.85,28.438
Mana Vault,ALL_TIME,UMA,109.47,24.48,2018-12-08 01:27:31,347.18,28.386
Mana Vault,ONE_MONTH,UMA,109.47,109.45,2021-07-01 01:11:40,0.02,2.033
Mana Vault,THREE_MONTHS,UMA,109.47,109.45,2021-07-01 01:11:40,0.02,8.069
Mana Vault,ONE_YEAR,UMA,109.47,58.99,2020-07-23 01:29:28,85.57,22.139
Mana Vault,TWO_YEARS,UMA,109.47,34.55,2019-12-18 01:28:44,216.85,28.438
Mana Vault,ALL_TIME,UMA,109.47,24.48,2018-12-08 01:27:31,347.18,28.386
Mana Vault,ONE_MONTH,UMA,109.47,109.45,2021-07-01 01:11:40,0.02,2.033
Mana Vault,THREE_MONTHS,UMA,109.47,109.45,2021-07-01 01:11:40,0.02,8.069
Mana Vault,ONE_YEAR,UMA,109.47,58.99,2020-07-23 01:29:28,85.57,22.139
Mana Vault,TWO_YEARS,UMA,109.47,34.55,2019-12-18 01:28:44,216.85,28.438
Mana Vault,ALL_TIME,UMA,109.47,24.48,2018-12-08 01:27:31,347.18,28.386
Mana Vault,ONE_MONTH,2ED,602.95,596.48,2021-06-30 01:15:44,1.08,3.311
Mana Vault,THREE_MONTHS,2ED,602.95,545.0,2021-05-23 01:14:46,10.63,82.968
Mana Vault,ONE_YEAR,2ED,602.95,104.24,2021-01-09 01:17:35,478.42,288.153
Mana Vault,TWO_YEARS,2ED,602.95,99.95,2019-12-17 01:13:45,503.25,240.393
Mana Vault,ALL_TIME,2ED,602.95,10.31,2012-08-08 19:00:00,5748.21,145.995
Mana Vault,ONE_MONTH,4ED,81.99,81.99,2021-06-25 01:15:32,0.0,1.155
Mana Vault,THREE_MONTHS,4ED,81.99,81.99,2021-06-25 01:15:32,0.0,5.009
Mana Vault,ONE_YEAR,4ED,81.99,42.99,2020-07-23 01:17:21,90.72,19.597
Mana Vault,TWO_YEARS,4ED,81.99,26.94,2019-08-07 01:13:28,204.34,20.81
Mana Vault,ALL_TIME,4ED,81.99,3.67,2012-12-23 18:00:00,2134.06,18.822
Mana Vault,ONE_MONTH,3ED,81.4,80.0,2021-06-25 01:15:40,1.75,1.679
Mana Vault,THREE_MONTHS,3ED,81.4,80.0,2021-06-25 01:15:40,1.75,10.329
Mana Vault,ONE_YEAR,3ED,81.4,47.99,2020-07-22 01:15:26,69.62,21.649
Mana Vault,TWO_YEARS,3ED,81.4,27.56,2019-09-21 01:15:32,195.36,23.181
Mana Vault,ALL_TIME,3ED,81.4,3.63,2012-08-20 19:00:00,2142.42,20.695
Ancient Tomb,ONE_MONTH,TMP,61.95,61.95,2021-07-01 01:15:40,0.0,0.991
Ancient Tomb,THREE_MONTHS,TMP,61.95,61.95,2021-07-01 01:15:40,0.0,3.823
Ancient Tomb,ONE_YEAR,TMP,61.95,37.96,2020-11-27 01:14:26,63.2,11.831
Ancient Tomb,TWO_YEARS,TMP,61.95,24.13,2020-01-08 01:10:39,156.73,14.1
Ancient Tomb,ALL_TIME,TMP,61.95,8.4,2013-11-14 18:00:00,637.5,14.394
Ancient Tomb,ONE_MONTH,UMA,55.97,55.97,2021-07-02 01:12:01,0.0,0.802
Ancient Tomb,THREE_MONTHS,UMA,55.97,55.97,2021-07-02 01:12:01,0.0,2.429
Ancient Tomb,ONE_YEAR,UMA,55.97,36.7,2020-11-23 01:31:33,52.51,8.809
Ancient Tomb,TWO_YEARS,UMA,55.97,23.45,2019-08-30 01:31:31,138.68,12.195
Ancient Tomb,ALL_TIME,UMA,55.97,20.59,2018-12-08 01:27:31,171.83,12.56
Ancient Tomb,ONE_MONTH,ZNE,59.99,59.99,2021-07-02 01:11:54,0.0,1.694
Ancient Tomb,THREE_MONTHS,ZNE,59.99,59.99,2021-07-02 01:11:54,0.0,2.289
Ancient Tomb,ONE_YEAR,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,TWO_YEARS,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,ALL_TIME,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,ONE_MONTH,ZNE,59.99,59.99,2021-07-02 01:11:54,0.0,1.694
Ancient Tomb,THREE_MONTHS,ZNE,59.99,59.99,2021-07-02 01:11:54,0.0,2.289
Ancient Tomb,ONE_YEAR,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,TWO_YEARS,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,ALL_TIME,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,ONE_MONTH,ZNE,59.99,59.99,2021-07-02 01:11:54,0.0,1.694
Ancient Tomb,THREE_MONTHS,ZNE,59.99,59.99,2021-07-02 01:11:54,0.0,2.289
Ancient Tomb,ONE_YEAR,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,TWO_YEARS,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,ALL_TIME,ZNE,59.99,36.99,2020-11-12 01:25:39,62.18,12.128
Ancient Tomb,ALL_TIME,V12,49.51,7.89,2013-02-16 18:00:00,527.5,15.329
Snapcaster Mage,ONE_MONTH,UMA,79.11,78.79,2021-06-09 01:10:52,0.41,0.412
Snapcaster Mage,THREE_MONTHS,UMA,79.11,60.96,2021-04-22 01:10:49,29.77,6.732
Snapcaster Mage,ONE_YEAR,UMA,79.11,41.49,2020-11-21 01:29:51,90.67,13.004
Snapcaster Mage,TWO_YEARS,UMA,79.11,41.49,2020-11-21 01:29:51,90.67,11.6
Snapcaster Mage,ALL_TIME,UMA,79.11,41.49,2020-11-21 01:29:51,90.67,11.095
Snapcaster Mage,ONE_MONTH,MM3,80.03,75.0,2021-06-12 01:11:47,6.71,1.605
Snapcaster Mage,THREE_MONTHS,MM3,80.03,62.0,2021-05-16 01:11:33,29.08,6.09
Snapcaster Mage,ONE_YEAR,MM3,80.03,39.61,2020-11-27 01:24:45,102.04,12.301
Snapcaster Mage,TWO_YEARS,MM3,80.03,39.61,2020-11-27 01:24:45,102.04,11.978
Snapcaster Mage,ALL_TIME,MM3,80.03,34.99,2017-03-06 18:00:00,128.72,12.59
Snapcaster Mage,ONE_MONTH,MM3,80.03,75.0,2021-06-12 01:11:47,6.71,1.605
Snapcaster Mage,THREE_MONTHS,MM3,80.03,62.0,2021-05-16 01:11:33,29.08,6.09
Snapcaster Mage,ONE_YEAR,MM3,80.03,39.61,2020-11-27 01:24:45,102.04,12.301
Snapcaster Mage,TWO_YEARS,MM3,80.03,39.61,2020-11-27 01:24:45,102.04,11.978
Snapcaster Mage,ALL_TIME,MM3,80.03,34.99,2017-03-06 18:00:00,128.72,12.59
Snapcaster Mage,ONE_MONTH,ISD,75.23,74.99,2021-06-30 01:13:17,0.32,0.569
Snapcaster Mage,THREE_MONTHS,ISD,75.23,61.72,2021-05-03 01:14:34,21.89,5.141
Snapcaster Mage,ONE_YEAR,ISD,75.23,38.0,2020-12-26 01:12:24,97.97,13.193
Snapcaster Mage,TWO_YEARS,ISD,75.23,38.0,2020-12-26 01:12:24,97.97,12.022
Snapcaster Mage,ALL_TIME,ISD,75.23,18.74,2014-01-05 18:00:00,301.44,17.305
Snapcaster Mage,ONE_MONTH,ISD,75.23,74.99,2021-06-30 01:13:17,0.32,0.569
Snapcaster Mage,THREE_MONTHS,ISD,75.23,61.72,2021-05-03 01:14:34,21.89,5.141
Snapcaster Mage,ONE_YEAR,ISD,75.23,38.0,2020-12-26 01:12:24,97.97,13.193
Snapcaster Mage,TWO_YEARS,ISD,75.23,38.0,2020-12-26 01:12:24,97.97,12.022
Snapcaster Mage,ALL_TIME,ISD,75.23,18.74,2014-01-05 18:00:00,301.44,17.305
Chrome Mox,ONE_MONTH,MRD,62.94,61.99,2021-06-28 01:14:30,1.53,1.127
Chrome Mox,THREE_MONTHS,MRD,62.94,60.0,2021-05-12 01:12:44,4.9,1.781
Chrome Mox,ONE_YEAR,MRD,62.94,48.65,2020-12-23 01:13:31,29.37,5.968
Chrome Mox,TWO_YEARS,MRD,62.94,37.25,2019-07-22 01:08:33,68.97,12.06
Chrome Mox,ALL_TIME,MRD,62.94,13.14,2012-10-23 19:00:00,379.0,16.868
Chrome Mox,ONE_MONTH,MRD,62.94,61.99,2021-06-28 01:14:30,1.53,1.127
Chrome Mox,THREE_MONTHS,MRD,62.94,60.0,2021-05-12 01:12:44,4.9,1.781
Chrome Mox,ONE_YEAR,MRD,62.94,48.65,2020-12-23 01:13:31,29.37,5.968
Chrome Mox,TWO_YEARS,MRD,62.94,37.25,2019-07-22 01:08:33,68.97,12.06
Chrome Mox,ALL_TIME,MRD,62.94,13.14,2012-10-23 19:00:00,379.0,16.868
Chrome Mox,ONE_MONTH,2XM,64.6,62.0,2021-06-24 01:11:27,4.19,0.669
Chrome Mox,THREE_MONTHS,2XM,64.6,62.0,2021-06-24 01:11:27,4.19,0.973
Chrome Mox,ONE_YEAR,2XM,64.6,38.77,2020-11-21 01:32:58,66.62,10.142
Chrome Mox,TWO_YEARS,2XM,64.6,38.77,2020-11-21 01:32:58,66.62,10.142
Chrome Mox,ALL_TIME,2XM,64.6,38.77,2020-11-21 01:32:58,66.62,10.142
Chrome Mox,ALL_TIME,GPP,22.22,18.92,2013-04-25 19:00:00,17.44,5.24
Chrome Mox,ONE_MONTH,EMA,64.86,64.76,2021-06-29 01:12:23,0.15,2.372
Chrome Mox,THREE_MONTHS,EMA,64.86,60.0,2021-04-19 01:11:48,8.1,3.498
Chrome Mox,ONE_YEAR,EMA,64.86,43.04,2020-12-24 01:23:55,50.7,9.043
Chrome Mox,TWO_YEARS,EMA,64.86,40.0,2019-07-14 01:18:59,62.15,11.462
Chrome Mox,ALL_TIME,EMA,64.86,12.0,2016-12-15 18:00:00,440.5,18.264
Verdant Catacombs,ONE_MONTH,MM3,58.12,58.12,2021-07-01 01:12:14,0.0,2.062
Verdant Catacombs,THREE_MONTHS,MM3,58.12,58.12,2021-07-01 01:12:14,0.0,6.021
Verdant Catacombs,ONE_YEAR,MM3,58.12,50.0,2020-12-19 01:26:17,16.24,7.882
Verdant Catacombs,TWO_YEARS,MM3,58.12,50.0,2020-12-19 01:26:17,16.24,7.288
Verdant Catacombs,ALL_TIME,MM3,58.12,35.97,2017-03-17 19:00:00,61.58,10.684
Verdant Catacombs,ONE_MONTH,MM3,58.12,58.12,2021-07-01 01:12:14,0.0,2.062
Verdant Catacombs,THREE_MONTHS,MM3,58.12,58.12,2021-07-01 01:12:14,0.0,6.021
Verdant Catacombs,ONE_YEAR,MM3,58.12,50.0,2020-12-19 01:26:17,16.24,7.882
Verdant Catacombs,TWO_YEARS,MM3,58.12,50.0,2020-12-19 01:26:17,16.24,7.288
Verdant Catacombs,ALL_TIME,MM3,58.12,35.97,2017-03-17 19:00:00,61.58,10.684
Verdant Catacombs,ONE_MONTH,ZNE,65.84,65.84,2021-07-02 01:11:54,0.0,1.551
Verdant Catacombs,THREE_MONTHS,ZNE,65.84,65.84,2021-07-02 01:11:54,0.0,9.853
Verdant Catacombs,ONE_YEAR,ZNE,65.84,53.63,2020-12-23 01:25:43,22.77,13.916
Verdant Catacombs,TWO_YEARS,ZNE,65.84,53.63,2020-12-23 01:25:43,22.77,13.916
Verdant Catacombs,ALL_TIME,ZNE,65.84,53.63,2020-12-23 01:25:43,22.77,13.916
Verdant Catacombs,ONE_MONTH,ZEN,60.72,60.0,2021-06-30 01:13:40,1.2,1.63
Verdant Catacombs,THREE_MONTHS,ZEN,60.72,60.0,2021-06-30 01:13:40,1.2,4.702
Verdant Catacombs,ONE_YEAR,ZEN,60.72,51.95,2020-12-17 01:13:13,16.88,7.206
Verdant Catacombs,TWO_YEARS,ZEN,60.72,51.95,2020-12-17 01:13:13,16.88,7.272
Verdant Catacombs,ALL_TIME,ZEN,60.72,9.69,2012-08-28 19:00:00,526.63,17.261
Verdant Catacombs,ONE_MONTH,ZEN,60.72,60.0,2021-06-30 01:13:40,1.2,1.63
Verdant Catacombs,THREE_MONTHS,ZEN,60.72,60.0,2021-06-30 01:13:40,1.2,4.702
Verdant Catacombs,ONE_YEAR,ZEN,60.72,51.95,2020-12-17 01:13:13,16.88,7.206
Verdant Catacombs,TWO_YEARS,ZEN,60.72,51.95,2020-12-17 01:13:13,16.88,7.272
Verdant Catacombs,ALL_TIME,ZEN,60.72,9.69,2012-08-28 19:00:00,526.63,17.261
Verdant Catacombs,ONE_MONTH,MH2,39.9,36.5,2021-06-19 01:12:06,9.32,2.074
Verdant Catacombs,THREE_MONTHS,MH2,39.9,36.5,2021-06-19 01:12:06,9.32,17.349
Verdant Catacombs,ONE_YEAR,MH2,39.9,36.5,2021-06-19 01:12:06,9.32,17.349
Verdant Catacombs,TWO_YEARS,MH2,39.9,36.5,2021-06-19 01:12:06,9.32,17.349
Verdant Catacombs,ALL_TIME,MH2,39.9,36.5,2021-06-19 01:12:06,9.32,17.349
Verdant Catacombs,ONE_MONTH,SLD,74.99,64.95,2021-06-21 01:11:26,15.46,3.981
Verdant Catacombs,THREE_MONTHS,SLD,74.99,64.95,2021-06-21 01:11:26,15.46,3.067
Verdant Catacombs,ONE_YEAR,SLD,74.99,54.92,2020-12-18 01:31:15,36.54,7.21
Verdant Catacombs,TWO_YEARS,SLD,74.99,54.92,2020-12-18 01:31:15,36.54,14.901
Verdant Catacombs,ALL_TIME,SLD,74.99,54.92,2020-12-18 01:31:15,36.54,14.901
Squandered Resources,ONE_MONTH,VIS,50.5,50.5,2021-07-02 01:16:19,0.0,4.194
Squandered Resources,THREE_MONTHS,VIS,50.5,50.5,2021-07-02 01:16:19,0.0,10.289
Squandered Resources,ONE_YEAR,VIS,50.5,18.48,2020-07-12 01:10:21,173.27,18.105
Squandered Resources,TWO_YEARS,VIS,50.5,13.93,2019-11-28 01:08:49,262.53,18.179
Squandered Resources,ALL_TIME,VIS,50.5,0.66,2014-09-03 19:00:00,7551.52,14.095
Dream Halls,ONE_MONTH,STH,47.77,47.77,2021-07-02 01:16:14,0.0,0.365
Dream Halls,THREE_MONTHS,STH,47.77,47.77,2021-07-02 01:16:14,0.0,4.566
Dream Halls,ONE_YEAR,STH,47.77,23.87,2020-07-11 01:09:36,100.13,13.803
Dream Halls,TWO_YEARS,STH,47.77,10.86,2020-02-06 01:08:20,339.87,16.169
Dream Halls,ALL_TIME,STH,47.77,4.48,2012-06-23 19:00:00,966.29,11.808
Bitterblossom,ALL_TIME,,72.04,30.99,2013-05-14 19:00:00,132.46,29.556
Bitterblossom,ONE_MONTH,UMA,57.94,57.94,2021-07-02 01:12:01,0.0,0.466
Bitterblossom,THREE_MONTHS,UMA,57.94,57.94,2021-07-02 01:12:01,0.0,1.896
Bitterblossom,ONE_YEAR,UMA,57.94,30.09,2020-07-17 01:26:32,92.56,11.25
Bitterblossom,TWO_YEARS,UMA,57.94,30.0,2020-04-17 01:24:55,93.13,9.58
Bitterblossom,ALL_TIME,UMA,57.94,23.75,2018-12-09 01:28:51,143.96,8.793
Bitterblossom,ONE_MONTH,MOR,57.18,57.18,2021-07-02 01:14:54,0.0,0.936
Bitterblossom,THREE_MONTHS,MOR,57.18,57.18,2021-07-02 01:14:54,0.0,3.929
Bitterblossom,ONE_YEAR,MOR,57.18,30.81,2020-08-05 01:04:51,85.59,11.94
Bitterblossom,TWO_YEARS,MOR,57.18,30.81,2020-08-05 01:04:51,85.59,9.797
Bitterblossom,ALL_TIME,MOR,57.18,15.03,2012-06-23 19:00:00,280.44,11.494
Bitterblossom,ONE_MONTH,SLD,65.99,65.0,2021-06-09 01:10:48,1.52,1.325
Bitterblossom,THREE_MONTHS,SLD,65.99,65.0,2021-04-13 01:11:36,1.52,1.666
Bitterblossom,ONE_YEAR,SLD,65.99,34.67,2020-07-30 01:29:14,90.34,12.274
Bitterblossom,TWO_YEARS,SLD,65.99,32.43,2020-04-14 01:24:37,103.48,12.66
Bitterblossom,ALL_TIME,SLD,65.99,32.43,2020-04-14 01:24:37,103.48,12.66
Bitterblossom,ONE_MONTH,MM2,56.38,55.0,2021-06-09 01:12:19,2.51,0.457
Bitterblossom,THREE_MONTHS,MM2,56.38,55.0,2021-06-02 01:12:39,2.51,1.868
Bitterblossom,ONE_YEAR,MM2,56.38,30.02,2020-07-23 01:22:18,87.81,10.143
Bitterblossom,TWO_YEARS,MM2,56.38,28.22,2020-04-30 01:20:13,99.79,8.699
Bitterblossom,ALL_TIME,MM2,56.38,23.99,2015-12-17 18:00:00,135.01,7.648
Bitterblossom,ONE_MONTH,MM2,56.38,55.0,2021-06-09 01:12:19,2.51,0.457
Bitterblossom,THREE_MONTHS,MM2,56.38,55.0,2021-06-02 01:12:39,2.51,1.868
Bitterblossom,ONE_YEAR,MM2,56.38,30.02,2020-07-23 01:22:18,87.81,10.143
Bitterblossom,TWO_YEARS,MM2,56.38,28.22,2020-04-30 01:20:13,99.79,8.699
Bitterblossom,ALL_TIME,MM2,56.38,23.99,2015-12-17 18:00:00,135.01,7.648
Wooded Foothills,ONE_MONTH,ZNE,61.0,50.61,2021-06-16 01:11:01,20.53,3.234
Wooded Foothills,THREE_MONTHS,ZNE,61.0,46.85,2021-05-05 01:10:44,30.2,3.529
Wooded Foothills,ONE_YEAR,ZNE,61.0,33.85,2020-11-23 01:26:28,80.21,10.514
Wooded Foothills,TWO_YEARS,ZNE,61.0,33.85,2020-11-23 01:26:28,80.21,10.514
Wooded Foothills,ALL_TIME,ZNE,61.0,33.85,2020-11-23 01:26:28,80.21,10.514
Wooded Foothills,ALL_TIME,,135.75,126.66,2013-12-26 18:00:00,7.18,5.758
Wooded Foothills,ONE_MONTH,KTK,54.04,40.6,2021-06-09 01:12:25,33.1,5.815
Wooded Foothills,THREE_MONTHS,KTK,54.04,37.95,2021-04-18 01:12:38,42.4,5.402
Wooded Foothills,ONE_YEAR,KTK,54.04,23.94,2020-11-25 01:22:50,125.73,7.445
Wooded Foothills,TWO_YEARS,KTK,54.04,17.99,2020-01-16 01:21:26,200.39,7.129
Wooded Foothills,ALL_TIME,KTK,54.04,9.64,2015-03-30 19:00:00,460.58,6.838
Wooded Foothills,ONE_MONTH,ONS,76.69,75.39,2021-07-01 01:15:00,1.72,3.303
Wooded Foothills,THREE_MONTHS,ONS,76.69,75.39,2021-07-01 01:15:00,1.72,4.065
Wooded Foothills,ONE_YEAR,ONS,76.69,36.24,2020-07-17 01:10:28,111.62,22.161
Wooded Foothills,TWO_YEARS,ONS,76.69,31.36,2020-05-09 01:09:42,144.55,17.96
Wooded Foothills,ALL_TIME,ONS,76.69,23.18,2017-03-06 18:00:00,230.85,11.761
Wooded Foothills,ONE_MONTH,ONS,76.69,75.39,2021-07-01 01:15:00,1.72,3.303
Wooded Foothills,THREE_MONTHS,ONS,76.69,75.39,2021-07-01 01:15:00,1.72,4.065
Wooded Foothills,ONE_YEAR,ONS,76.69,36.24,2020-07-17 01:10:28,111.62,22.161
Wooded Foothills,TWO_YEARS,ONS,76.69,31.36,2020-05-09 01:09:42,144.55,17.96
Wooded Foothills,ALL_TIME,ONS,76.69,23.18,2017-03-06 18:00:00,230.85,11.761
Birds of Paradise,ONE_MONTH,MB1,13.77,12.73,2021-06-09 01:11:09,8.17,0.348
Birds of Paradise,THREE_MONTHS,MB1,13.77,10.56,2021-04-10 01:11:58,30.4,0.913
Birds of Paradise,ONE_YEAR,MB1,13.77,6.99,2020-07-09 01:32:02,97.0,2.068
Birds of Paradise,TWO_YEARS,MB1,13.77,4.87,2020-03-22 02:31:40,182.75,12.813
Birds of Paradise,ALL_TIME,MB1,13.77,4.87,2020-03-22 02:31:40,182.75,12.813
Birds of Paradise,ONE_MONTH,4ED,19.97,18.55,2021-06-26 01:15:39,7.65,0.46
Birds of Paradise,THREE_MONTHS,4ED,19.97,18.55,2021-06-26 01:15:39,7.65,2.576
Birds of Paradise,ONE_YEAR,4ED,19.97,8.15,2020-07-19 01:17:26,145.03,6.655
Birds of Paradise,TWO_YEARS,4ED,19.97,7.46,2020-04-23 01:15:15,167.69,5.33
Birds of Paradise,ALL_TIME,4ED,19.97,3.54,2014-02-08 18:00:00,464.12,3.582
Birds of Paradise,ONE_MONTH,M12,12.14,11.49,2021-06-18 01:13:29,5.66,0.176
Birds of Paradise,THREE_MONTHS,M12,12.14,10.63,2021-05-10 01:15:01,14.21,0.505
Birds of Paradise,ONE_YEAR,M12,12.14,7.0,2020-07-11 01:12:28,73.43,1.919
Birds of Paradise,TWO_YEARS,M12,12.14,6.63,2020-03-26 02:10:51,83.11,1.489
Birds of Paradise,ALL_TIME,M12,12.14,2.99,2013-12-29 18:00:00,306.02,1.857
Birds of Paradise,ONE_MONTH,CN2,11.93,11.26,2021-06-12 01:11:55,5.95,0.177
Birds of Paradise,THREE_MONTHS,CN2,11.93,9.99,2021-04-12 01:12:20,19.42,0.468
Birds of Paradise,ONE_YEAR,CN2,11.93,7.0,2020-07-10 01:22:59,70.43,1.688
Birds of Paradise,TWO_YEARS,CN2,11.93,6.88,2020-04-26 01:23:08,73.4,1.372
Birds of Paradise,ALL_TIME,CN2,11.93,3.99,2016-08-27 19:00:00,199.0,1.388
Birds of Paradise,ONE_MONTH,6ED,20.95,18.67,2021-06-14 01:14:37,12.21,0.559
Birds of Paradise,THREE_MONTHS,6ED,20.95,17.69,2021-05-05 01:13:47,18.43,1.128
Birds of Paradise,ONE_YEAR,6ED,20.95,8.66,2021-01-14 01:18:50,141.92,4.445
Birds of Paradise,TWO_YEARS,6ED,20.95,8.08,2020-04-10 01:12:24,159.28,4.162
Birds of Paradise,ALL_TIME,6ED,20.95,3.79,2013-12-19 18:00:00,452.77,3.35
Birds of Paradise,ONE_MONTH,M10,12.04,11.4,2021-06-21 01:14:10,5.61,0.29
Birds of Paradise,THREE_MONTHS,M10,12.04,10.93,2021-05-05 01:12:28,10.16,0.518
Birds of Paradise,ONE_YEAR,M10,12.04,7.38,2020-12-10 01:16:27,63.14,1.842
Birds of Paradise,TWO_YEARS,M10,12.04,6.95,2020-04-14 01:11:35,73.24,1.451
Birds of Paradise,ALL_TIME,M10,12.04,3.12,2014-01-05 18:00:00,285.9,1.98
Birds of Paradise,ONE_MONTH,M10,12.04,11.4,2021-06-21 01:14:10,5.61,0.29
Birds of Paradise,THREE_MONTHS,M10,12.04,10.93,2021-05-05 01:12:28,10.16,0.518
Birds of Paradise,ONE_YEAR,M10,12.04,7.38,2020-12-10 01:16:27,63.14,1.842
Birds of Paradise,TWO_YEARS,M10,12.04,6.95,2020-04-14 01:11:35,73.24,1.451
Birds of Paradise,ALL_TIME,M10,12.04,3.12,2014-01-05 18:00:00,285.9,1.98
Birds of Paradise,ONE_MONTH,M10,12.04,11.4,2021-06-21 01:14:10,5.61,0.29
Birds of Paradise,THREE_MONTHS,M10,12.04,10.93,2021-05-05 01:12:28,10.16,0.518
Birds of Paradise,ONE_YEAR,M10,12.04,7.38,2020-12-10 01:16:27,63.14,1.842
Birds of Paradise,TWO_YEARS,M10,12.04,6.95,2020-04-14 01:11:35,73.24,1.451
Birds of Paradise,ALL_TIME,M10,12.04,3.12,2014-01-05 18:00:00,285.9,1.98
Birds of Paradise,ONE_MONTH,10E,18.45,14.99,2021-06-20 01:14:35,23.08,0.911
Birds of Paradise,THREE_MONTHS,10E,18.45,14.39,2021-04-19 01:12:49,28.21,0.715
Birds of Paradise,ONE_YEAR,10E,18.45,7.24,2021-02-09 01:12:53,154.83,3.549
Birds of Paradise,TWO_YEARS,10E,18.45,7.19,2020-01-08 01:13:26,156.61,2.828
Birds of Paradise,ALL_TIME,10E,18.45,3.33,2013-12-29 18:00:00,454.05,2.414
Birds of Paradise,ONE_MONTH,2ED,329.49,310.86,2021-06-28 01:15:50,5.99,5.103
Birds of Paradise,THREE_MONTHS,2ED,329.49,299.99,2021-04-11 01:15:31,9.83,16.596
Birds of Paradise,ONE_YEAR,2ED,329.49,149.59,2021-02-13 01:14:30,120.26,76.779
Birds of Paradise,TWO_YEARS,2ED,329.49,149.59,2021-02-13 01:14:30,120.26,68.307
Birds of Paradise,ALL_TIME,2ED,329.49,28.45,2015-12-02 18:00:00,1058.14,106.504
Birds of Paradise,ONE_MONTH,7ED,17.24,16.0,2021-06-23 01:15:21,7.75,0.388
Birds of Paradise,THREE_MONTHS,7ED,17.24,14.74,2021-05-15 01:13:19,16.96,0.865
Birds of Paradise,ONE_YEAR,7ED,17.24,10.54,2020-08-01 01:15:34,63.57,2.013
Birds of Paradise,TWO_YEARS,7ED,17.24,8.4,2020-05-26 01:14:15,105.24,2.677
Birds of Paradise,ALL_TIME,7ED,17.24,4.24,2014-09-01 19:00:00,306.6,3.141
Birds of Paradise,ONE_MONTH,7ED,17.24,16.0,2021-06-23 01:15:21,7.75,0.388
Birds of Paradise,THREE_MONTHS,7ED,17.24,14.74,2021-05-15 01:13:19,16.96,0.865
Birds of Paradise,ONE_YEAR,7ED,17.24,10.54,2020-08-01 01:15:34,63.57,2.013
Birds of Paradise,TWO_YEARS,7ED,17.24,8.4,2020-05-26 01:14:15,105.24,2.677
Birds of Paradise,ALL_TIME,7ED,17.24,4.24,2014-09-01 19:00:00,306.6,3.141
Birds of Paradise,ONE_MONTH,RAV,15.94,14.95,2021-06-24 01:14:32,6.62,0.835
Birds of Paradise,THREE_MONTHS,RAV,15.94,12.94,2021-04-10 01:13:52,23.18,1.017
Birds of Paradise,ONE_YEAR,RAV,15.94,7.98,2020-07-19 01:09:34,99.75,3.155
Birds of Paradise,TWO_YEARS,RAV,15.94,7.49,2020-01-01 01:07:58,112.82,2.553
Birds of Paradise,ALL_TIME,RAV,15.94,3.48,2013-11-04 18:00:00,358.05,2.369
Birds of Paradise,ONE_MONTH,LEA,5687.5,4999.99,2021-06-24 01:16:05,13.75,677.5
Birds of Paradise,THREE_MONTHS,LEA,5687.5,4999.99,2021-06-24 01:16:05,13.75,515.486
Birds of Paradise,ONE_YEAR,LEA,5687.5,2849.99,2020-08-01 01:14:33,99.56,1308.084
Birds of Paradise,TWO_YEARS,LEA,5687.5,2699.99,2020-02-21 01:13:44,110.65,1061.506
Birds of Paradise,ALL_TIME,LEA,5687.5,496.13,2014-06-23 19:00:00,1046.37,1175.345
Birds of Paradise,ONE_MONTH,SLD,22.47,22.47,2021-07-02 01:12:01,0.0,0.549
Birds of Paradise,THREE_MONTHS,SLD,22.47,19.99,2021-04-10 01:11:40,12.41,0.685
Birds of Paradise,ONE_YEAR,SLD,22.47,12.68,2020-12-11 01:29:57,77.21,5.905
Birds of Paradise,TWO_YEARS,SLD,22.47,12.68,2020-12-11 01:29:57,77.21,5.619
Birds of Paradise,ALL_TIME,SLD,22.47,12.68,2020-12-11 01:29:57,77.21,5.619
Birds of Paradise,ONE_MONTH,LEB,2199.99,2199.99,2021-06-09 01:14:50,0.0,0.0
Birds of Paradise,THREE_MONTHS,LEB,2199.99,1788.51,2021-05-04 01:14:22,23.01,254.332
Birds of Paradise,ONE_YEAR,LEB,2199.99,1147.5,2020-07-09 01:17:17,91.72,525.492
Birds of Paradise,TWO_YEARS,LEB,2199.99,1049.99,2020-05-13 01:14:12,109.52,481.961
